pool,func,minargs,maxargs,type,definition
GSC-Method-49f1ff0,function_cd9aea0c,1,1,GLOBAL,
GSC-Method-49f1ff0,function_e4df64ac,0,0,GLOBAL,
GSC-Method-49f1ff0,function_7a13875b,0,0,GLOBAL,
GSC-Method-49f1ff0,function_60d9ce71,0,0,GLOBAL,
GSC-Method-49f1ff0,function_b0745018,1,1,GLOBAL,
GSC-Method-49f1ff0,function_99d7011,0,0,GLOBAL,
GSC-Method-49f1ff0,function_bc4d52d2,1,1,GLOBAL,
GSC-Method-49f1ff0,function_e7253dfc,1,1,GLOBAL,
GSC-Method-49f1ff0,function_51e02972,0,0,GLOBAL,
GSC-Method-49f1ff0,clearpath,0,0,GLOBAL,
GSC-Method-49f1ff0,function_b73a53b1,1,1,GLOBAL,
GSC-Method-49f1ff0,function_cae2a048,1,1,GLOBAL,
GSC-Method-49f1ff0,setfreecameralockonallowed,1,1,GLOBAL,
GSC-Method-49f1ff0,pathmode,1,3,GLOBAL,
GSC-Method-49f1ff0,getpathmode,0,0,GLOBAL,
GSC-Method-49f1ff0,function_ebdd932a,1,1,GLOBAL,
GSC-Method-49f1ff0,function_1d529b87,0,0,GLOBAL,
GSC-Method-49f1ff0,calcapproximatepathtoposition,1,2,GLOBAL,
GSC-Method-49f1ff0,function_dd070839,0,0,GLOBAL,
GSC-Method-49f1ff0,function_11578581,1,1,GLOBAL,
GSC-Method-495cd40,choosebettercovernode,0,0,GLOBAL,
GSC-Method-495cd40,getfiremode,0,0,GLOBAL,
GSC-Method-495cd40,getfiremode,0,0,GLOBAL,
GSC-Method-495cd40,getnextfindbestcovertime,3,3,GLOBAL,
GSC-Method-495cd40,bb_getarrivalstance,0,0,GLOBAL,
GSC-Method-495cd40,bb_getcurrentexposedtype,0,0,GLOBAL,
GSC-Method-495cd40,bb_getlocomotionarrivaldistance,0,0,GLOBAL,
GSC-Method-495cd40,bb_getlocomotionarrivalyaw,0,0,GLOBAL,
GSC-Method-495cd40,bb_getlocomotionmotionangle,0,0,GLOBAL,
GSC-Method-495cd40,bb_getlocomotionturnyaw,0,0,GLOBAL,
GSC-Method-49b3490,attach,1,3,GLOBAL,
GSC-Method-49b3490,detach,1,2,GLOBAL,
GSC-Method-49b3490,detachall,0,0,GLOBAL,
GSC-Method-49b3490,isattached,1,2,GLOBAL,
GSC-Method-49b3490,function_2b01e57a,0,0,GLOBAL,
GSC-Method-49b3490,function_b9400589,1,1,GLOBAL,
GSC-Method-49b3490,function_3b4f53f2,1,1,GLOBAL,
GSC-Method-49b3490,function_95bdcc73,1,1,GLOBAL,
GSC-Method-49b3490,hidepart,1,3,GLOBAL,
GSC-Method-49b3490,haspart,1,2,GLOBAL,
GSC-Method-49b3490,showpart,1,3,GLOBAL,
GSC-Method-49b3490,showallparts,0,0,GLOBAL,
GSC-Method-49b3490,hasdobj,0,0,GLOBAL,
GSC-Method-49b3490,playsoundtoplayer,2,2,GLOBAL,
GSC-Method-49b3490,function_b69d10a2,2,2,GLOBAL,
GSC-Method-49b3490,function_8f540f51,0,0,GLOBAL,
GSC-Method-49b3490,function_781bbb44,1,1,GLOBAL,
GSC-Method-49b3490,function_a26b248d,0,0,GLOBAL,
GSC-Method-49b3490,function_b7d8c97e,1,1,GLOBAL,
GSC-Method-49b3490,function_c5bfb394,0,0,GLOBAL,
GSC-Method-49b3490,function_d001d39d,1,1,GLOBAL,
GSC-Method-49b3490,function_fa9041cc,0,0,GLOBAL,
GSC-Method-49b3490,function_b04755f,1,1,GLOBAL,
GSC-Method-49b3490,allowedstances,1,7fffffff,GLOBAL,
GSC-Method-49b3490,function_5ced219a,1,1,GLOBAL,
GSC-Method-49b3490,function_e55a820e,1,1,GLOBAL,
GSC-Method-49b3490,function_df332970,1,1,GLOBAL,
GSC-Method-49b3490,function_9f92070e,0,0,GLOBAL,
GSC-Method-49b3490,function_24c17c98,0,0,GLOBAL,
GSC-Method-49b3490,function_d0fed49d,1,1,GLOBAL,
GSC-Method-49b3490,function_c3462d90,1,1,GLOBAL,
GSC-Method-49b3490,function_24c32cb1,1,1,GLOBAL,
GSC-Method-49b3490,function_e14338da,2,2,GLOBAL,
GSC-Method-49b3490,incrementstat,2,2,GLOBAL,
GSC-Method-49b3490,function_9c4eb047,1,10,GLOBAL,
GSC-Method-49b3490,function_d4ac0555,2,2,GLOBAL,
GSC-Method-49b3490,function_a11357b,1,1,GLOBAL,
GSC-Method-49b3490,function_2736e3c4,0,0,GLOBAL,
GSC-Method-49b3490,function_ceb29d20,1,1,GLOBAL,
GSC-Method-49b3490,addweaponstat,3,6,GLOBAL,
GSC-Method-49b3490,function_4feeeaa8,2,2,GLOBAL,
GSC-Method-49b3490,function_b43a32d1,1,10,GLOBAL,
GSC-Method-49b3490,function_be7a08a8,2,2,GLOBAL,
GSC-Method-49b3490,function_2a928426,0,0,GLOBAL,
GSC-Method-49b3490,function_f95ea9b6,1,1,GLOBAL,
GSC-Method-49b3490,function_53524d84,0,0,GLOBAL,
GSC-Method-49b3490,function_c2c1d36b,1,1,GLOBAL,
GSC-Method-49b3490,function_3b91934f,2,2,GLOBAL,
GSC-Method-49b3490,function_8750c45b,2,2,GLOBAL,
GSC-Method-49b3490,function_a6cbcab,2,2,GLOBAL,
GSC-Method-49b3490,function_dd91e3dd,0,0,GLOBAL,
GSC-Method-49b3490,function_15e5c1da,1,1,GLOBAL,
GSC-Method-49b3490,function_9401373f,2,2,GLOBAL,
GSC-Method-49b3490,function_6ffe5044,1,1,GLOBAL,
GSC-Method-49b3490,function_efa762f6,1,1,GLOBAL,
GSC-Method-49b3490,function_399964c8,1,1,GLOBAL,
GSC-Method-49b3490,function_76785843,0,0,GLOBAL,
GSC-Method-49b3490,function_2037c576,0,0,GLOBAL,
GSC-Method-49b3490,function_d6095f2b,1,1,GLOBAL,
GSC-Method-49b3490,function_ea859fe2,0,0,GLOBAL,
GSC-Method-49b3490,function_fff71ace,0,0,GLOBAL,
GSC-Method-49b3490,function_70dc8576,1,1,GLOBAL,
GSC-Method-49b3490,function_f306948a,1,1,GLOBAL,
GSC-Method-49b3490,function_42eab63b,1,1,GLOBAL,
GSC-Method-49b3490,function_1118efb4,0,0,GLOBAL,
GSC-Method-49b3490,function_3f7b8594,0,1,GLOBAL,
GSC-Method-49b3490,function_e8b2d5e6,1,1,GLOBAL,
GSC-Method-49b3490,function_26e65052,1,1,GLOBAL,
GSC-Method-49b3490,getcurrentgunrank,1,1,GLOBAL,
GSC-Method-49b3490,function_ac24127,2,2,GLOBAL,
GSC-Method-49b3490,function_33644ff2,2,2,GLOBAL,
GSC-Method-49b3490,function_79cd8cd6,5,5,GLOBAL,
GSC-Method-49b3490,function_73aaf8c1,7,7,GLOBAL,
GSC-Method-49b3490,updatestatratio,3,3,GLOBAL,
GSC-Method-49b3490,function_92125309,1,1,GLOBAL,
GSC-Method-49b3490,function_143cce0,1,1,GLOBAL,
GSC-Method-49b3490,getxpscale,0,0,GLOBAL,
GSC-Method-49b3490,addrankxp,1,6,GLOBAL,
GSC-Method-49b3490,addrankxpvalue,1,3,GLOBAL,
GSC-Method-49b3490,function_f0c7dea8,0,0,GLOBAL,
GSC-Method-49b3490,function_c52bcf79,0,0,GLOBAL,
GSC-Method-49b3490,function_4835d26a,0,0,GLOBAL,
GSC-Method-49b3490,function_343a6614,2,2,GLOBAL,
GSC-Method-49b3490,reportlootconsume,2,2,GLOBAL,
GSC-Method-49b3490,function_cf9658ca,0,0,GLOBAL,
GSC-Method-49b3490,hasseasonpass,1,3,GLOBAL,
GSC-Method-49b3490,function_fb726a9,0,0,GLOBAL,
GSC-Method-49b3490,setempjammed,1,1,GLOBAL,
GSC-Method-49b3490,isempjammed,0,0,GLOBAL,
GSC-Method-49b3490,function_529a3c2a,0,1,GLOBAL,
GSC-Method-49b3490,luinotifyevent,1,9,GLOBAL,
GSC-Method-49b3490,launch,1,2,GLOBAL,
GSC-Method-49b3490,setmovingplatformenabled,1,2,GLOBAL,
GSC-Method-49b3490,ismovingplatform,0,0,GLOBAL,
GSC-Method-49b3490,function_48b6ec9f,1,1,GLOBAL,
GSC-Method-49b3490,function_63446ab6,1,1,GLOBAL,
GSC-Method-49b3490,gamehistorystartmatch,1,1,GLOBAL,
GSC-Method-49b3490,gamehistoryfinishmatch,6,6,GLOBAL,
GSC-Method-49b3490,unlink,0,0,GLOBAL,
GSC-Method-49b3490,linkto,1,4,GLOBAL,
GSC-Method-49b3490,function_45c034cf,1,4,GLOBAL,
GSC-Method-49b3490,enablelinkto,0,0,GLOBAL,
GSC-Method-49b3490,function_d1c9eb79,1,3,GLOBAL,
GSC-Method-49b3490,playerlinkto,1,8,GLOBAL,
GSC-Method-49b3490,function_6bb65255,1,8,GLOBAL,
GSC-Method-49b3490,playerlinktodelta,1,a,GLOBAL,
GSC-Method-49b3490,function_16e9c900,1,7,GLOBAL,
GSC-Method-49b3490,function_3ec22796,1,2,GLOBAL,
GSC-Method-49b3490,function_648c1f6,1,a,GLOBAL,
GSC-Method-49b3490,function_d8f7b763,7,7,GLOBAL,
GSC-Method-49b3490,function_6c18bccf,4,5,GLOBAL,
GSC-Method-49b3490,function_fc06bdaf,0,0,GLOBAL,
GSC-Method-49b3490,function_1d7b85f6,0,0,GLOBAL,
GSC-Method-49b3490,function_66f3a713,0,0,GLOBAL,
GSC-Method-49b3490,function_717525bc,0,0,GLOBAL,
GSC-Method-49b3490,dontinterpolate,0,0,GLOBAL,
GSC-Method-49b3490,function_3931ff12,3,4,GLOBAL,
GSC-Method-49b3490,function_9ce22331,2,2,GLOBAL,
GSC-Method-49b3490,function_fbf7a8bc,1,1,GLOBAL,
GSC-Method-49b3490,worldtolocalcoords,1,1,GLOBAL,
GSC-Method-49b3490,function_619dfffa,1,1,GLOBAL,
GSC-Method-49b3490,function_d04d0288,0,0,GLOBAL,
GSC-Method-49b3490,markdestructibledestroyed,0,0,GLOBAL,
GSC-Method-49b3490,function_71acf6bf,0,0,GLOBAL,
GSC-Method-49b3490,function_10b2ca52,2,2,GLOBAL,
GSC-Method-49b3490,function_41b29ff0,1,1,GLOBAL,
GSC-Method-49b3490,function_902cf00a,1,7,GLOBAL,Detach parts from a entity
GSC-Method-49b3490,function_b0df78c0,1,7,GLOBAL,
GSC-Method-49b3490,function_129a11c0,2,2,GLOBAL,
GSC-Method-49b3490,function_a890457,1,2,GLOBAL,
GSC-Method-49b3490,findpath,2,4,GLOBAL,
GSC-Method-49b3490,canpath,2,2,GLOBAL,
GSC-Method-49b3490,function_15116160,1,1,GLOBAL,
GSC-Method-49b3490,function_9ac6adea,1,1,GLOBAL,
GSC-Method-49b3490,function_5ba9412d,1,2,GLOBAL,
GSC-Method-49b3490,function_5c9326ad,0,0,GLOBAL,
GSC-Method-49b3490,function_7f618a34,0,0,GLOBAL,
GSC-Method-49b3490,function_5e9000c8,0,0,GLOBAL,
GSC-Method-49b3490,function_dfbb6e22,0,0,GLOBAL,
GSC-Method-49b3490,function_917504e0,0,0,GLOBAL,
GSC-Method-49b3490,function_b3fe9121,0,0,GLOBAL,
GSC-Method-49b3490,function_289e5d59,0,0,GLOBAL,
GSC-Method-49b3490,function_acd5b0ef,0,0,GLOBAL,
GSC-Method-49b3490,function_e5bab2ac,5,6,GLOBAL,
GSC-Method-49b3490,function_1b017fef,0,0,GLOBAL,
GSC-Method-49b3490,function_de79fea5,0,0,GLOBAL,
GSC-Method-49b3490,function_4db45e2c,0,3,GLOBAL,
GSC-Method-49b3490,function_382350f,1,1,GLOBAL,
GSC-Method-49b3490,function_98210b9e,2,2,GLOBAL,
GSC-Method-49b3490,setavoidancemask,0,1,GLOBAL,
GSC-Method-49b3490,function_c4ba7403,0,2,GLOBAL,
GSC-Method-49b3490,function_30d06829,1,1,GLOBAL,
GSC-Method-49b3490,function_7499d440,0,0,GLOBAL,
GSC-Method-49b3490,function_5ca1b284,0,0,GLOBAL,
GSC-Method-49b3490,function_b26878dd,1,1,GLOBAL,
GSC-Method-49b3490,setblackboardattribute,2,2,GLOBAL,
GSC-Method-49b3490,function_317b6a45,1,2,GLOBAL,
GSC-Method-49b3490,function_fe684e52,1,1,GLOBAL,
GSC-Method-49b3490,function_33bd22aa,1,1,GLOBAL,
GSC-Method-49b3490,function_dee3f41b,1,1,GLOBAL,
GSC-Method-49b3490,function_60d14da8,1,1,GLOBAL,
GSC-Method-49b3490,function_3e750a9c,0,0,GLOBAL,
GSC-Method-49b3490,function_2feb7c26,0,0,GLOBAL,
GSC-Method-49b3490,function_788fb466,1,2,GLOBAL,
GSC-Method-49b3490,resetfov,0,0,GLOBAL,
GSC-Method-49b3490,clearanim,2,2,GLOBAL,
GSC-Method-49b3490,clearanimlimited,2,2,GLOBAL,
GSC-Method-49b3490,setanim,1,4,GLOBAL,
GSC-Method-49b3490,setflaggedanimknob,2,5,GLOBAL,
GSC-Method-49b3490,setflaggedanimknoblimited,2,5,GLOBAL,
GSC-Method-49b3490,setflaggedanimknobrestart,2,5,GLOBAL,
GSC-Method-49b3490,setflaggedanimknoblimitedrestart,2,5,GLOBAL,
GSC-Method-49b3490,setflaggedanimknoball,3,6,GLOBAL,
GSC-Method-49b3490,setflaggedanimknoballrestart,3,6,GLOBAL,
GSC-Method-49b3490,setflaggedanim,2,5,GLOBAL,
GSC-Method-49b3490,setflaggedanimlimited,2,5,GLOBAL,
GSC-Method-49b3490,setflaggedanimrestart,2,5,GLOBAL,
GSC-Method-49b3490,setflaggedanimlimitedrestart,2,5,GLOBAL,
GSC-Method-49b3490,setanimknob,1,4,GLOBAL,
GSC-Method-49b3490,setanimknoblimited,1,4,GLOBAL,
GSC-Method-49b3490,setanimknobrestart,1,4,GLOBAL,
GSC-Method-49b3490,setanimknoblimitedrestart,1,4,GLOBAL,
GSC-Method-49b3490,setanimknoball,2,5,GLOBAL,
GSC-Method-49b3490,setanimknoballlimited,2,5,GLOBAL,
GSC-Method-49b3490,setanimknoballrestart,2,5,GLOBAL,
GSC-Method-49b3490,setanimknoballlimitedrestart,2,5,GLOBAL,
GSC-Method-49b3490,function_f7a359c6,1,5,DEV,nulled
GSC-Method-49b3490,function_387633ed,2,4,GLOBAL,
GSC-Method-49b3490,function_c9126b8,2,3,GLOBAL,
GSC-Method-49b3490,magicgrenademanualplayer,3,4,GLOBAL,
GSC-Method-49b3490,function_46012297,7,7,GLOBAL,
GSC-Method-49b3490,gettagorigin,1,1,GLOBAL,
GSC-Method-49b3490,gettagangles,1,1,GLOBAL,
GSC-Method-49b3490,function_926cc2d9,0,1,GLOBAL,
GSC-Method-49b3490,makefakeai,0,0,GLOBAL,
GSC-Method-49b3490,function_47d8ac5b,0,0,GLOBAL,
GSC-Method-49b3490,function_60d50ea4,0,0,GLOBAL,
GSC-Method-49b3490,function_2baad8fc,0,1,GLOBAL,
GSC-Method-49b3490,function_dfee3dec,0,0,GLOBAL,
GSC-Method-49b3490,function_82ccc80c,0,1,GLOBAL,
GSC-Method-49b3490,function_719e4d66,0,0,GLOBAL,
GSC-Method-49b3490,function_8da717cf()->vector,0,0,DEV,
GSC-Method-49b3490,function_69bf01de,1,1,GLOBAL,
GSC-Method-49b3490,asmgetstatus,0,0,GLOBAL,
GSC-Method-49b3490,function_f12684db,0,0,GLOBAL,
GSC-Method-49b3490,asmisterminating,0,0,GLOBAL,
GSC-Method-49b3490,asmistransitionrunning,0,0,GLOBAL,
GSC-Method-49b3490,function_a4b9948a,0,0,GLOBAL,
GSC-Method-49b3490,asmistransdecrunning,0,0,GLOBAL,
GSC-Method-49b3490,function_86bb39ac,1,1,GLOBAL,
GSC-Method-49b3490,astsearch,1,1,GLOBAL,
GSC-Method-49b3490,function_9deb938a,1,1,GLOBAL,
GSC-Method-49b3490,function_6af288ff,1,1,GLOBAL,
GSC-Method-49b3490,function_ebbebf56,0,0,GLOBAL,
GSC-Method-49b3490,function_9d651352,0,0,GLOBAL,
GSC-Method-49b3490,function_85bcefbe,0,2,GLOBAL,
GSC-Method-49b3490,function_751593e7,0,2,GLOBAL,
GSC-Method-49b3490,function_9542ae24,0,1,GLOBAL,
GSC-Method-49b3490,function_b8add216,0,1,GLOBAL,
GSC-Method-49b3490,function_cadd31bf,1,3,GLOBAL,
GSC-Method-49b3490,gadgetcharging,1,2,GLOBAL,
GSC-Method-49b3490,function_adc6203f,1,1,GLOBAL,
GSC-Method-49b3490,function_19ed70ca,2,2,GLOBAL,
GSC-Method-49b3490,function_4e2b0b2f,2,2,GLOBAL,
GSC-Method-49b3490,gadgetpowerset,2,2,GLOBAL,
GSC-Method-49b3490,gadgetpowerget,1,1,GLOBAL,
GSC-Method-49b3490,function_c1b7eefa,1,1,GLOBAL,
GSC-Method-49b3490,gadgetisactive,1,1,GLOBAL,
GSC-Method-49b3490,function_36dfc05f,1,1,GLOBAL,
GSC-Method-49b3490,function_77825aa7,1,1,GLOBAL,
GSC-Method-49b3490,gadgetisready,1,1,GLOBAL,
GSC-Method-49b3490,function_a1957d30,2,2,GLOBAL,
GSC-Method-49b3490,function_95ff5f59,2,2,GLOBAL,
GSC-Method-49b3490,function_f0df8734,1,1,GLOBAL,
GSC-Method-49b3490,gadgetpowerreset,1,2,GLOBAL,
GSC-Method-49b3490,gadgetgetslot,1,1,GLOBAL,
GSC-Method-49b3490,function_66abed9,3,3,GLOBAL,
GSC-Method-49b3490,function_ba304aca,2,3,GLOBAL,
GSC-Method-49b3490,function_989a3136,2,3,GLOBAL,
GSC-Method-49b3490,function_ac25fc1f,2,3,GLOBAL,
GSC-Method-49b3490,function_48e08b4,2,3,GLOBAL,
GSC-Method-49b3490,function_fdb78fa,2,2,GLOBAL,
GSC-Method-49b3490,function_cd5fec49,0,1,GLOBAL,
GSC-Method-49b3490,function_820a63e9,2,2,GLOBAL,
GSC-Method-49b3490,function_af359de,1,1,GLOBAL,
GSC-Method-49b3490,function_69b5c53c,2,2,GLOBAL,
GSC-Method-49b3490,function_eb931908,0,1,GLOBAL,
GSC-Method-49b3490,function_4488a530,0,1,GLOBAL,
GSC-Method-49b3490,function_8bdc5b6,0,0,GLOBAL,
GSC-Method-49b3490,function_46830f85,0,0,GLOBAL,
GSC-Method-49b3490,function_90fe764c,0,0,GLOBAL,
GSC-Method-49b3490,function_eec9eb49,0,0,GLOBAL,
GSC-Method-49b3490,function_60e18e07,0,0,GLOBAL,
GSC-Method-49b3490,function_bdda420f,2,2,GLOBAL,
GSC-Method-49b3490,setscale,1,1,GLOBAL,
GSC-Method-49b3490,function_b751d1e0,0,0,GLOBAL,
GSC-Method-49b3490,function_80dd07c5,1,1,GLOBAL,
GSC-Method-49b3490,function_f7f9c3eb,10,10,GLOBAL,
GSC-Method-49b3490,function_287dcf4b,2,5,GLOBAL,
GSC-Method-49b3490,function_242060b9,1,1,GLOBAL,
GSC-Method-49b58a0,function_c2a5ba97,1,1,GLOBAL,
GSC-Method-4f466b0,setstowedweapon,1,1,GLOBAL,
GSC-Method-4f466b0,getstowedweapon,0,0,GLOBAL,
GSC-Method-4f466b0,clearstowedweapon,0,0,GLOBAL,
GSC-Method-4f466b0,getammocount,1,1,GLOBAL,
GSC-Method-4f466b0,setvisibletoplayer,1,1,GLOBAL,
GSC-Method-4f466b0,setinvisibletoplayer,1,2,GLOBAL,
GSC-Method-4f466b0,setvisibletoall,0,0,GLOBAL,
GSC-Method-4f466b0,function_bee2bbc7,0,0,GLOBAL,
GSC-Method-4f466b0,setinvisibletoall,0,0,GLOBAL,
GSC-Method-4f466b0,function_49b8ba89,1,1,GLOBAL,
GSC-Method-4f466b0,function_b20b6055,1,1,GLOBAL,
GSC-Method-4f466b0,function_6e562a77,1,1,GLOBAL,
GSC-Method-4f466b0,function_a591816a,0,0,GLOBAL,
GSC-Method-4f466b0,function_a2c5673c,0,0,GLOBAL,
GSC-Method-4f466b0,function_f1113457,0,0,GLOBAL,
GSC-Method-4f466b0,function_c61ce299,0,0,GLOBAL,
GSC-Method-4f466b0,function_60b237c6,1,1,GLOBAL,
GSC-Method-4f466b0,function_b68972c8,1,1,GLOBAL,
GSC-Method-4f466b0,getlinkedent,0,0,GLOBAL,
GSC-Method-4f466b0,getorigin,0,0,GLOBAL,
GSC-Method-4f466b0,getangles,0,0,GLOBAL,
GSC-Method-4f466b0,getmins,0,0,GLOBAL,
GSC-Method-4f466b0,getmaxs,0,0,GLOBAL,
GSC-Method-4f466b0,getabsmins,0,0,GLOBAL,
GSC-Method-4f466b0,getabsmaxs,0,0,GLOBAL,
GSC-Method-4f466b0,function_9cd78073,3,3,GLOBAL,
GSC-Method-4f466b0,geteye,0,0,GLOBAL,
GSC-Method-4f466b0,geteyeapprox,0,0,GLOBAL,
GSC-Method-4f466b0,useby,1,1,GLOBAL,
GSC-Method-4f466b0,function_44155bd3,1,1,GLOBAL,
GSC-Method-4f466b0,playersetgroundreferenceent,1,1,GLOBAL,
GSC-Method-4f466b0,istouching,1,2,GLOBAL,
GSC-Method-4f466b0,function_5340b06e,1,3,GLOBAL,
GSC-Method-4f466b0,function_b09425c5,3,3,GLOBAL,
GSC-Method-4f466b0,function_1cea85b2,1,1,GLOBAL,
GSC-Method-4f466b0,function_661a6cc1,2,2,GLOBAL,
GSC-Method-4f466b0,playsound,1,1,GLOBAL,
GSC-Method-4f466b0,function_18aba49d,1,3,GLOBAL,
GSC-Method-4f466b0,playsoundwithnotify,1,3,GLOBAL,
GSC-Method-4f466b0,playsoundontag,1,4,GLOBAL,
GSC-Method-4f466b0,playsoundtoteam,2,3,GLOBAL,
GSC-Method-4f466b0,function_67f17457,2,3,GLOBAL,
GSC-Method-4f466b0,function_d99c4a74,3,4,GLOBAL,
GSC-Method-4f466b0,playloopsound,1,2,GLOBAL,
GSC-Method-4f466b0,stoploopsound,0,1,GLOBAL,
GSC-Method-4f466b0,stopsounds,0,0,GLOBAL,
GSC-Method-4f466b0,stopsound,1,1,GLOBAL,
GSC-Method-4f466b0,playrumbleonentity,1,1,GLOBAL,
GSC-Method-4f466b0,playrumblelooponentity,1,1,GLOBAL,
GSC-Method-4f466b0,stoprumble,1,1,GLOBAL,
GSC-Method-4f466b0,delete,0,0,GLOBAL,
GSC-Method-4f466b0,setmodel,1,1,GLOBAL,
GSC-Method-4f466b0,sethighdetail,0,1,GLOBAL,
GSC-Method-4f466b0,setdedicatedshadow,0,1,GLOBAL,
GSC-Method-4f466b0,function_59b62f41,1,1,GLOBAL,
GSC-Method-4f466b0,dodamage,2,a,GLOBAL,
GSC-Method-4f466b0,function_b7f06fe0,0,0,GLOBAL,
GSC-Method-4f466b0,kill,0,6,GLOBAL,
GSC-Method-4f466b0,function_fdace40e,0,0,GLOBAL,
GSC-Method-4f466b0,function_91489a24,1,1,GLOBAL,
GSC-Method-4f466b0,function_7dcd31dd,1,1,GLOBAL,
GSC-Method-4f466b0,function_3436d23c,1,1,GLOBAL,
GSC-Method-4f466b0,show,0,0,GLOBAL,
GSC-Method-4f466b0,hide,0,0,GLOBAL,
GSC-Method-4f466b0,function_1a97e4ef,0,0,GLOBAL,
GSC-Method-4f466b0,ishidden,0,0,GLOBAL,
GSC-Method-4f466b0,ghost,0,0,GLOBAL,
GSC-Method-4f466b0,function_486a0e2d,0,0,GLOBAL,
GSC-Method-4f466b0,function_8ebd7f0f,0,0,GLOBAL,
GSC-Method-4f466b0,function_ceb50f03,1,1,GLOBAL,
GSC-Method-4f466b0,function_fa5ea750,1,1,GLOBAL,
GSC-Method-4f466b0,function_1ecff253,0,0,GLOBAL,
GSC-Method-4f466b0,function_b76a3c65,0,0,GLOBAL,
GSC-Method-4f466b0,function_bd0a6667,1,1,GLOBAL,
GSC-Method-4f466b0,function_637e47eb,1,1,GLOBAL,
GSC-Method-4f466b0,solid,0,0,GLOBAL,
GSC-Method-4f466b0,notsolid,0,0,GLOBAL,
GSC-Method-4f466b0,disconnectpaths,0,2,GLOBAL,
GSC-Method-4f466b0,connectpaths,0,0,GLOBAL,
GSC-Method-4f466b0,function_df3a1348,0,2,GLOBAL,
GSC-Method-4f466b0,function_fd4aa4b5,0,0,GLOBAL,
GSC-Method-4f466b0,function_808e656,0,0,GLOBAL,
GSC-Method-4f466b0,function_881077b4,2,2,GLOBAL,
GSC-Method-4f466b0,function_824f8975,1,1,GLOBAL,
GSC-Method-4f466b0,getstance,0,0,GLOBAL,
GSC-Method-4f466b0,function_b7f1fd2c,1,1,GLOBAL,
GSC-Method-4f466b0,setstance,1,1,GLOBAL,
GSC-Method-4f466b0,setcursorhint,1,2,GLOBAL,
GSC-Method-4f466b0,setrevivehintstring,1,2,GLOBAL,
GSC-Method-4f466b0,function_e6113331,2,2,GLOBAL,
GSC-Method-4f466b0,sethintstring,1,3,GLOBAL,
GSC-Method-4f466b0,sethintstringforplayer,2,4,GLOBAL,
GSC-Method-4f466b0,function_7aef9bb3,0,0,GLOBAL,
GSC-Method-4f466b0,function_3c260e81,1,1,GLOBAL,
GSC-Method-4f466b0,sethintlowpriority,1,1,GLOBAL,
GSC-Method-4f466b0,function_682f34cf,1,1,GLOBAL,
GSC-Method-4f466b0,usetriggerrequirelookat,0,1,GLOBAL,
GSC-Method-4f466b0,usetriggerrequirelooktoward,0,1,GLOBAL,
GSC-Method-4f466b0,function_fb4cc224,0,0,GLOBAL,
GSC-Method-4f466b0,function_97736101,0,0,GLOBAL,
GSC-Method-4f466b0,function_49462027,1,2,GLOBAL,
GSC-Method-4f466b0,function_d0296bca,0,0,GLOBAL,
GSC-Method-4f466b0,function_4bf6de9a,0,1,GLOBAL,
GSC-Method-4f466b0,function_c96c67a5,0,1,GLOBAL,
GSC-Method-4f466b0,function_89fca53b,0,1,GLOBAL,
GSC-Method-4f466b0,triggerignoreteam,0,0,GLOBAL,
GSC-Method-4f466b0,triggerenable,1,1,GLOBAL,
GSC-Method-4f466b0,function_4c9bbb8f,0,0,GLOBAL,
GSC-Method-4f466b0,function_6be383e1,2,3,GLOBAL,
GSC-Method-4f466b0,function_522c570,1,1,GLOBAL,
GSC-Method-4f466b0,function_eb1cd20,2,3,GLOBAL,
GSC-Method-4f466b0,function_a8581873,1,1,GLOBAL,
GSC-Method-4f466b0,function_9049b079,0,0,GLOBAL,
GSC-Method-4f466b0,shellshock,2,3,GLOBAL,
GSC-Method-4f466b0,getweaponforwarddir,0,0,GLOBAL,
GSC-Method-4f466b0,getweaponmuzzlepoint,0,0,GLOBAL,
GSC-Method-4f466b0,getentnum,0,0,DEV,
GSC-Method-4f466b0,stopshellshock,0,0,GLOBAL,
GSC-Method-4f466b0,setburn,1,1,GLOBAL,
GSC-Method-4f466b0,function_124efc19,1,1,GLOBAL,
GSC-Method-4f466b0,setelectrified,1,1,GLOBAL,
GSC-Method-4f466b0,function_bf64b2ef,3,4,GLOBAL,
GSC-Method-4f466b0,function_d356c44f,1,1,GLOBAL,
GSC-Method-4f466b0,function_30cead39,0,0,GLOBAL,
GSC-Method-4f466b0,depthinwater,0,0,GLOBAL,
GSC-Method-4f466b0,function_24d44890,1,1,GLOBAL,
GSC-Method-4f466b0,function_f9249c78,0,0,GLOBAL,
GSC-Method-4f466b0,isplayerswimming,0,0,GLOBAL,
GSC-Method-4f466b0,isplayerunderwater,0,0,GLOBAL,
GSC-Method-4f466b0,function_cf8de58d,0,0,GLOBAL,
GSC-Method-4f466b0,function_bd522086,0,0,GLOBAL,
GSC-Method-4f466b0,useweaponhidetags,1,1,GLOBAL,
GSC-Method-4f466b0,useweaponmodel,1,3,GLOBAL,
GSC-Method-4f466b0,usebuildkitweaponmodel,2,3,GLOBAL,
GSC-Method-4f466b0,function_62ac6f72,2,2,GLOBAL,
GSC-Method-4f466b0,radiusdamage,4,7,GLOBAL,
GSC-Method-4f466b0,function_dc377332,6,9,GLOBAL,
GSC-Method-4f466b0,detonate,0,1,GLOBAL,
